City,SSP,Year,ElectricityInflationRate,FuelInflationRate,Weight_MarginalAnnualCostSavings,Weight_MarginalAnnualGovtSavings,Weight_GHGEmissionSavings20yr,BuildingFootprintArea_m2,V_bites,Albedo_roof,A_ST,Rvalue_roof,Loan,Rebate,Rvalue_wall,Glazing,IntRate,Infiltration,Electax,SHGC,Fueltax,A_PV,TotalOperationalCO2Save_kgCO2,TotalEmbodiedCO2_kgCO2,CostAnnualSysSave_CAD,TotalCO2Sav,AnnSCCSav_CAD,BaseCostAnnual_CAD,PercentCostSysSav_percent,AnnGovtCostSav_CAD
Calgary,SSP126,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.3,6.17,8000,35000,5.26,0.25,0.5,1.5,2,0.7,6,0.6,102034,15355,1135,86679,1249,2034,56,-2169
Calgary,SSP126,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.2,0.3,6.17,6000,40000,5.26,0.4,0.75,0.5,4,0.7,0,0.6,102034,15355,1687,86679,1249,2453,69,-2447
Calgary,SSP126,2030,0.01,0.05,0.6,0.2,0.2,130,0.05,0.5,0.2,7.17,2000,25000,4.76,0.35,0.75,1.25,4,0.7,10,0.6,100212,14575,779,85637,1234,2599,30,-1571
Calgary,SSP126,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.6,6.17,0,25000,4.76,0.15,1.5,1.5,10,0.7,10,0.6,102034,13985,1415,88049,1269,3018,47,-1620
Calgary,SSP126,2030,0.01,0.01,0.6,0.2,0.2,130,0.25,0.1,0.4,6.67,10000,45000,4.76,0.2,1.25,1,4,0.7,4,0.6,102034,14670,1848,87364,1259,2034,91,-2741
Calgary,SSP126,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.7,0.5,6.17,10000,45000,4.76,0.3,1.5,1,8,0.7,10,0.6,102034,13985,2346,88049,1269,2453,96,-2790
Calgary,SSP126,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.1,6.17,10000,25000,4.76,0.35,1.5,1,0,0.7,0,0.6,102034,13985,994,88049,1269,2599,38,-1501
Calgary,SSP126,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.2,0.6,6.17,4000,40000,4.76,0.25,1.25,0.75,2,0.5,4,0.6,91229,13985,2069,77244,1113,3018,69,-2428
Calgary,SSP126,2030,0.01,0.01,0.6,0.2,0.2,130,0.17,0.6,0.4,6.17,4000,30000,4.76,0.15,1.5,0.5,6,0.7,2,0.6,101056,13673,1167,87383,1259,2034,57,-1832
Calgary,SSP126,2030,0.05,0.01,0.6,0.2,0.2,130,0.05,0.5,0.1,6.17,2000,25000,5.76,0.3,1.5,1.5,4,0.7,2,0.6,100212,15945,560,84267,1214,2453,23,-1534
Calgary,SSP126,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.1,6.17,2000,30000,4.76,0.1,0.25,1.25,10,0.7,2,0.6,102034,13985,1365,88049,1269,2599,53,-1866
Calgary,SSP126,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.2,6.17,10000,30000,5.26,0.15,1.25,1.25,2,0.7,2,0.6,102034,15355,1268,86679,1249,3018,42,-1839
Calgary,SSP126,2030,0.01,0.01,0.6,0.2,0.2,130,0.17,0.6,0.4,6.17,6000,25000,4.76,0.2,0.75,0.75,8,0.7,4,0.6,101056,13673,921,87383,1259,2034,45,-1579
Calgary,SSP126,2030,0.05,0.01,0.6,0.2,0.2,130,0.21,0.2,0.3,6.17,0,30000,4.76,0.35,0.75,0.75,2,0.7,10,0.6,101520,13829,1461,87691,1264,2453,60,-1835
Calgary,SSP126,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.6,6.17,2000,25000,4.76,0.4,1.5,1.5,0,0.7,8,0.6,102034,13985,1041,88049,1269,2599,40,-1531
Calgary,SSP126,2030,0.05,0.05,0.6,0.2,0.2,130,0.09,0.2,0.1,6.17,0,35000,4.76,0.25,0.25,0.5,10,0.7,0,0.6,100378,13361,2005,87017,1254,3018,66,-2174
Calgary,SSP126,2030,0.01,0.01,0.6,0.2,0.2,130,0.21,0.4,0.5,6.67,2000,20000,5.26,0.2,1.5,1.25,6,0.7,8,0.6,101520,15884,103,85636,1234,2034,5,-1252
Calgary,SSP126,2030,0.05,0.01,0.6,0.2,0.2,130,0.25,0.4,0.4,6.67,2000,20000,4.76,0.1,0.5,0.75,0,0.7,4,0.6,102034,14670,676,87364,1259,2453,28,-1218
Calgary,SSP126,2030,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.5,6.17,8000,20000,4.76,0.1,1.5,1.25,0,0.7,6,0.6,102034,13985,739,88049,1269,2599,28,-1231
Calgary,SSP126,2030,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.3,6.67,10000,25000,4.76,0.35,0.5,1.25,4,0.7,8,0.6,102034,14670,1236,87364,1259,3018,41,-1630
Calgary,SSP126,2035,0.01,0.01,0.6,0.2,0.2,130,0.05,0.7,0.4,6.17,0,25000,4.76,0.25,1.5,1,8,0.6,8,0.6,95844,13205,787,82639,1191,2108,37,-1555
Calgary,SSP126,2035,0.05,0.01,0.6,0.2,0.2,130,0.05,0.6,0.2,6.67,0,25000,4.76,0.15,0.5,1.25,8,0.7,2,0.6,100521,13890,911,86631,1248,2524,36,-1553
Calgary,SSP126,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.3,6.17,0,20000,5.26,0.3,0.25,1,6,0.7,10,0.6,102393,15355,358,87038,1254,2716,13,-1268
Calgary,SSP126,2035,0.05,0.05,0.6,0.2,0.2,130,0.05,0.2,0.4,6.17,2000,35000,4.76,0.35,0.5,0.75,8,0.7,2,0.6,100521,13205,1842,87316,1259,3132,59,-2166
Calgary,SSP126,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.2,6.17,4000,40000,4.76,0.1,1.25,1.25,8,0.7,2,0.6,102393,13985,1616,88408,1274,2108,77,-2431
Calgary,SSP126,2035,0.05,0.01,0.6,0.2,0.2,130,0.05,0.4,0.1,6.17,2000,20000,4.76,0.35,0.5,0.5,8,0.7,0,0.6,100521,13205,794,87316,1259,2524,31,-1262
Calgary,SSP126,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.5,6.17,6000,35000,4.76,0.3,1,1.25,4,0.7,0,0.6,102393,13985,1504,88408,1274,2716,55,-2124
Calgary,SSP126,2035,0.05,0.05,0.6,0.2,0.2,130,0.05,0.7,0.2,6.17,10000,20000,4.76,0.35,1,0.5,8,0.7,6,0.6,100521,13205,1012,87316,1259,3132,32,-1320
Calgary,SSP126,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.4,0.5,6.67,2000,35000,4.76,0.15,1.25,1,10,0.7,2,0.6,102393,14670,1169,87723,1264,2108,55,-2135
Calgary,SSP126,2035,0.05,0.01,0.6,0.2,0.2,130,0.05,0.3,0.3,6.17,6000,20000,5.26,0.15,1.25,0.75,4,0.7,10,0.6,100521,14575,458,85946,1238,2524,18,-1269
Calgary,SSP126,2035,0.01,0.05,0.6,0.2,0.2,130,0.21,0.6,0.1,6.17,6000,35000,5.26,0.25,0.75,0.75,8,0.7,0,0.6,101833,15199,1200,86634,1248,2716,44,-2149
Calgary,SSP126,2035,0.05,0.05,0.6,0.2,0.2,130,0.05,0.5,0.3,6.67,0,50000,4.76,0.25,1.5,1.25,10,0.7,0,0.6,100521,13890,2531,86631,1248,3132,81,-3049
Calgary,SSP126,2035,0.01,0.01,0.6,0.2,0.2,130,0.21,0.1,0.3,6.17,0,20000,4.76,0.15,0.25,0.5,2,0.6,2,0.6,97294,13829,412,83465,1203,2108,20,-1206
Calgary,SSP126,2035,0.05,0.01,0.6,0.2,0.2,130,0.05,0.1,0.6,6.17,2000,25000,4.76,0.25,0.25,0.5,4,0.7,10,0.6,100521,13205,1088,87316,1259,2524,43,-1567
Calgary,SSP126,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.3,6.17,0,30000,4.76,0.25,0.25,1.25,8,0.7,6,0.6,102393,13985,1253,88408,1274,2716,46,-1850
Calgary,SSP126,2035,0.05,0.05,0.6,0.2,0.2,130,0.05,0.7,0.4,6.17,0,50000,4.76,0.1,1.5,0.75,0,0.7,2,0.6,100521,13205,2636,87316,1259,3132,84,-2987
Calgary,SSP126,2035,0.01,0.01,0.6,0.2,0.2,130,0.25,0.1,0.5,6.67,6000,20000,4.76,0.4,0.75,0.75,4,0.7,0,0.6,102393,14670,296,87723,1264,2108,14,-1239
Calgary,SSP126,2035,0.05,0.01,0.6,0.2,0.2,130,0.05,0.3,0.2,6.17,8000,40000,4.76,0.1,0.5,1.5,4,0.7,4,0.6,100521,13205,1955,87316,1259,2524,77,-2479
Calgary,SSP126,2035,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.4,6.17,4000,20000,4.76,0.15,0.5,0.75,4,0.6,6,0.6,97891,13985,632,83906,1209,2716,23,-1266
Calgary,SSP126,2035,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.3,6.17,0,35000,4.76,0.25,1,0.75,2,0.7,2,0.6,102393,13985,1706,88408,1274,3132,54,-2106
Calgary,SSP126,2040,0.01,0.01,0.6,0.2,0.2,130,0.09,0.7,0.6,6.17,0,30000,4.76,0.35,1.25,1.5,8,0.7,8,0.6,98586,13361,1055,85225,1228,2067,51,-1849
Calgary,SSP126,2040,0.05,0.01,0.6,0.2,0.2,130,0.05,0.3,0.5,6.17,0,20000,4.76,0.15,1,1.5,8,0.7,10,0.6,98475,13205,762,85270,1229,2461,31,-1280
Calgary,SSP126,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.5,0.2,6.67,0,25000,4.76,0.4,1.5,1.5,6,0.7,4,0.6,100374,14670,732,85704,1235,2674,27,-1533
Calgary,SSP126,2040,0.05,0.05,0.6,0.2,0.2,130,0.09,0.5,0.5,6.17,4000,25000,4.76,0.3,0.5,1.25,2,0.7,8,0.6,98586,13361,1191,85225,1228,3068,39,-1570
Calgary,SSP126,2040,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.5,6.67,0,20000,4.76,0.1,1,0.5,2,0.6,8,0.6,95754,14670,197,81084,1168,2067,10,-1225
Calgary,SSP126,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.6,0.2,6.17,0,25000,4.76,0.3,1.5,1.25,0,0.7,8,0.6,100374,13985,898,86389,1245,2461,36,-1516
Calgary,SSP126,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.4,6.17,10000,50000,4.76,0.4,1.25,0.5,8,0.7,6,0.6,100374,13985,2359,86389,1245,2674,88,-3066
Calgary,SSP126,2040,0.05,0.05,0.6,0.2,0.2,130,0.25,0.1,0.4,6.17,2000,50000,4.76,0.35,1,1.25,0,0.7,10,0.6,100374,13985,2549,86389,1245,3068,83,-3039
Calgary,SSP126,2040,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.5,6.17,0,45000,4.76,0.2,0.25,1.25,0,0.7,8,0.6,100374,13985,1846,86389,1245,2067,89,-2707
Calgary,SSP126,2040,0.05,0.01,0.6,0.2,0.2,130,0.05,0.1,0.6,6.17,2000,30000,4.76,0.2,0.25,1,8,0.7,4,0.6,98475,13205,1329,85270,1229,2461,54,-1872
Calgary,SSP126,2040,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.6,6.17,2000,40000,5.26,0.25,1.25,1,0,0.7,2,0.6,100374,15355,1394,85019,1225,2674,52,-2397
Calgary,SSP126,2040,0.05,0.05,0.6,0.2,0.2,130,0.05,0.5,0.4,6.17,0,20000,5.26,0.4,1,1.5,0,0.7,6,0.6,98475,14575,544,83900,1209,3068,18,-1221
Calgary,SSP126,2040,0.01,0.01,0.6,0.2,0.2,130,0.21,0.5,0.2,6.17,10000,50000,4.76,0.35,0.75,1.5,4,0.6,8,0.6,95166,13829,2137,81337,1172,2067,103,-3075
Calgary,SSP126,2040,0.05,0.01,0.6,0.2,0.2,130,0.05,0.7,0.1,6.17,2000,30000,5.26,0.1,0.25,1.5,8,0.7,6,0.6,98475,14575,1001,83900,1209,2461,41,-1879
Calgary,SSP126,2040,0.01,0.05,0.6,0.2,0.2,130,0.05,0.7,0.2,6.17,0,20000,4.76,0.25,1,0.75,6,0.7,10,0.6,98475,13205,683,85270,1229,2674,26,-1269
Calgary,SSP126,2040,0.05,0.05,0.6,0.2,0.2,130,0.25,0.5,0.2,6.17,0,35000,4.76,0.15,0.5,0.75,0,0.7,4,0.6,100374,13985,1651,86389,1245,3068,54,-2105
Calgary,SSP126,2040,0.01,0.01,0.6,0.2,0.2,130,0.17,0.6,0.5,6.17,6000,40000,4.76,0.2,1,1.25,2,0.6,6,0.6,94636,13673,1534,80962,1167,2067,74,-2434
Calgary,SSP126,2040,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.1,6.17,4000,35000,4.76,0.1,0.5,0.5,4,0.7,8,0.6,100374,13985,1514,86389,1245,2461,62,-2162
Calgary,SSP126,2040,0.01,0.05,0.6,0.2,0.2,130,0.17,0.6,0.6,6.17,0,45000,5.26,0.1,1.5,1,8,0.7,10,0.6,99301,15043,1765,84258,1214,2674,66,-2764
Calgary,SSP126,2040,0.05,0.05,0.6,0.2,0.2,130,0.05,0.5,0.5,6.67,2000,35000,4.76,0.15,1.5,1.5,4,0.7,10,0.6,98475,13890,1619,84585,1219,3068,53,-2165
Calgary,SSP126,2045,0.01,0.01,0.6,0.2,0.2,130,0.25,0.3,0.5,6.67,8000,40000,4.76,0.1,0.25,0.5,10,0.6,2,0.6,100353,14670,1771,85683,1235,2017,88,-2524
Calgary,SSP126,2045,0.05,0.01,0.6,0.2,0.2,130,0.05,0.6,0.4,6.17,0,30000,4.76,0.35,0.75,0.5,8,0.6,2,0.6,98345,13205,1789,85140,1227,2455,73,-1887
Calgary,SSP126,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.1,6.17,0,30000,4.76,0.4,0.75,1.5,0,0.7,6,0.6,105063,13985,1489,91078,1313,2555,58,-1816
Calgary,SSP126,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.3,0.4,6.67,0,35000,4.76,0.15,0.5,0.75,10,0.7,2,0.6,105063,14670,2047,90393,1303,2993,68,-2196
Calgary,SSP126,2045,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.1,6.17,2000,35000,4.76,0.4,1.25,1,6,0.7,8,0.6,105063,13985,1643,91078,1313,2017,81,-2155
Calgary,SSP126,2045,0.05,0.01,0.6,0.2,0.2,130,0.05,0.7,0.5,7.17,0,20000,4.76,0.1,1.25,1.25,8,0.7,4,0.6,103116,14575,912,88541,1276,2455,37,-1294
Calgary,SSP126,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.1,0.1,6.17,0,20000,4.76,0.4,0.75,1,2,0.7,6,0.6,105063,13985,929,91078,1313,2555,36,-1234
Calgary,SSP126,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.6,6.67,4000,35000,4.76,0.4,0.75,1.5,2,0.7,2,0.6,105063,14670,1978,90393,1303,2993,66,-2136
Calgary,SSP126,2045,0.01,0.01,0.6,0.2,0.2,130,0.21,0.1,0.4,6.17,0,20000,4.76,0.2,0.5,1,6,0.7,8,0.6,104547,13829,788,90718,1308,2017,39,-1257
Calgary,SSP126,2045,0.05,0.01,0.6,0.2,0.2,130,0.25,0.1,0.1,6.17,10000,35000,5.26,0.2,0.75,1.5,2,0.7,6,0.6,105063,15355,1670,89708,1293,2455,68,-2179
Calgary,SSP126,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.6,0.3,6.17,8000,40000,4.76,0.4,1.25,0.75,8,0.7,10,0.6,105063,13985,2142,91078,1313,2555,84,-2506
Calgary,SSP126,2045,0.05,0.05,0.6,0.2,0.2,130,0.17,0.5,0.5,6.17,2000,20000,4.76,0.4,1.5,1,8,0.7,2,0.6,104068,13673,1359,90395,1303,2993,45,-1289
Calgary,SSP126,2045,0.01,0.01,0.6,0.2,0.2,130,0.21,0.1,0.6,6.67,6000,35000,4.76,0.3,0.75,1.5,2,0.6,8,0.6,99807,14514,1422,85293,1229,2017,70,-2155
Calgary,SSP126,2045,0.05,0.01,0.6,0.2,0.2,130,0.05,0.2,0.2,6.67,6000,30000,4.76,0.2,0.5,1,8,0.7,4,0.6,103116,13890,1682,89226,1286,2455,69,-1930
Calgary,SSP126,2045,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.6,6.17,4000,45000,4.76,0.15,0.25,1.25,6,0.7,0,0.6,105063,13985,2386,91078,1313,2555,93,-2752
Calgary,SSP126,2045,0.05,0.05,0.6,0.2,0.2,130,0.05,0.4,0.6,6.17,2000,45000,4.76,0.3,0.25,0.75,2,0.7,4,0.6,103116,13205,2794,89911,1296,2993,93,-2737
Calgary,SSP126,2045,0.01,0.01,0.6,0.2,0.2,130,0.25,0.6,0.1,6.17,2000,40000,4.76,0.15,1,1.5,6,0.7,10,0.6,105063,13985,1940,91078,1313,2017,96,-2462
Calgary,SSP126,2045,0.05,0.01,0.6,0.2,0.2,130,0.05,0.2,0.1,6.17,4000,35000,4.76,0.3,0.5,1.25,4,0.7,8,0.6,103116,13205,2094,89911,1296,2455,85,-2181
Calgary,SSP126,2045,0.01,0.05,0.6,0.2,0.2,130,0.21,0.4,0.6,6.17,6000,20000,4.76,0.1,1.25,0.75,6,0.6,8,0.6,99807,13829,910,85978,1239,2555,36,-1287
Calgary,SSP126,2045,0.05,0.05,0.6,0.2,0.2,130,0.25,0.2,0.3,6.17,2000,25000,4.76,0.25,1.5,1.25,4,0.7,4,0.6,105063,13985,1587,91078,1313,2993,53,-1552
Calgary,SSP126,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.2,0.1,6.17,8000,25000,4.76,0.4,0.25,0.5,2,0.6,4,0.6,102817,13985,1065,88832,1280,2156,49,-1581
Calgary,SSP126,2050,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.2,6.17,0,30000,5.26,0.35,1,1.5,0,0.7,10,0.6,107172,15355,1345,91817,1323,2634,51,-1820
Calgary,SSP126,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.3,0.3,6.17,8000,30000,4.76,0.1,1.5,1.5,4,0.7,8,0.6,107172,13985,1546,93187,1343,2726,57,-1863
Calgary,SSP126,2050,0.05,0.05,0.6,0.2,0.2,130,0.25,0.6,0.4,11.17,10000,50000,6.26,0.1,1,1,6,0.1,6,0.6,61945,24945,-335,37000,529,3204,-10,-3103
Calgary,SSP126,2050,0.01,0.01,0.6,0.2,0.2,130,0.13,0.5,0.6,6.17,0,40000,4.76,0.4,1,0.75,8,0.7,10,0.6,105704,13517,1994,92187,1329,2156,93,-2469
Calgary,SSP126,2050,0.05,0.01,0.6,0.2,0.2,130,0.05,0.5,0.5,6.17,4000,45000,4.76,0.3,1,1.25,4,0.7,4,0.6,105016,13205,2653,91811,1324,2634,101,-2752
Calgary,SSP126,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.2,0.5,6.17,0,25000,4.76,0.4,0.25,1.5,2,0.7,4,0.6,107172,13985,1232,93187,1343,2726,45,-1522
Calgary,SSP126,2050,0.05,0.05,0.6,0.2,0.2,130,0.05,0.6,0.2,6.17,0,20000,5.76,0.15,0.5,1.5,10,0.7,10,0.6,105016,15945,810,89071,1283,3204,25,-1349
Calgary,SSP126,2050,0.01,0.01,0.6,0.2,0.2,130,0.25,0.7,0.6,6.17,0,20000,4.76,0.35,0.75,1.25,6,0.7,4,0.6,107172,13985,785,93187,1343,2156,36,-1243
Calgary,SSP126,2050,0.05,0.01,0.6,0.2,0.2,130,0.25,0.2,0.1,6.17,2000,30000,4.76,0.2,1,1.25,4,0.7,8,0.6,107172,13985,1717,93187,1343,2634,65,-1861
Calgary,SSP126,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.5,6.17,2000,35000,4.76,0.15,0.5,1.25,4,0.7,8,0.6,107172,13985,1849,93187,1343,2726,68,-2165
Calgary,SSP126,2050,0.05,0.05,0.6,0.2,0.2,130,0.05,0.4,0.4,6.17,6000,25000,4.76,0.25,0.5,1.5,8,0.7,2,0.6,105016,13205,1734,91811,1324,3204,54,-1627
Calgary,SSP126,2050,0.01,0.01,0.6,0.2,0.2,130,0.13,0.1,0.3,6.67,0,25000,4.76,0.4,0.25,1.25,4,0.7,0,0.6,105704,14202,905,91502,1319,2156,42,-1516
Calgary,SSP126,2050,0.05,0.01,0.6,0.2,0.2,130,0.05,0.2,0.2,6.17,2000,30000,4.76,0.1,1.25,1.5,2,0.6,6,0.6,100820,13205,1782,87615,1263,2634,68,-1833
Calgary,SSP126,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.4,6.17,10000,20000,4.76,0.1,0.5,1.25,8,0.7,10,0.6,107172,13985,1062,93187,1343,2726,39,-1363
Calgary,SSP126,2050,0.05,0.05,0.6,0.2,0.2,130,0.25,0.7,0.1,7.17,0,40000,4.76,0.15,0.75,1.5,6,0.7,0,0.6,107172,15355,2124,91817,1323,3204,66,-2440
Calgary,SSP126,2050,0.01,0.01,0.6,0.2,0.2,130,0.21,0.6,0.2,6.67,2000,25000,4.76,0.4,0.75,1.5,0,0.7,4,0.6,106654,14514,881,92140,1328,2156,41,-1513
Calgary,SSP126,2050,0.05,0.01,0.6,0.2,0.2,130,0.21,0.7,0.4,6.17,8000,35000,4.76,0.25,0.5,0.75,10,0.7,6,0.6,106654,13829,2111,92825,1338,2634,80,-2260
Calgary,SSP126,2050,0.01,0.05,0.6,0.2,0.2,130,0.25,0.7,0.1,6.17,6000,20000,4.76,0.35,0.5,1.5,10,0.7,0,0.6,107172,13985,1004,93187,1343,2726,37,-1296
Calgary,SSP126,2050,0.05,0.05,0.6,0.2,0.2,130,0.21,0.1,0.6,6.17,0,20000,4.76,0.3,0.75,0.75,6,0.5,0,0.6,96918,13829,1283,83089,1198,3204,40,-1261
Calgary,SSP245,2025,0.01,0.01,0.6,0.2,0.2,130,0.05,0.6,0.6,6.17,4000,25000,4.76,0.15,1.5,1,2,0.7,10,0.6,99167,13205,724,85962,1239,2114,34,-1535
Calgary,SSP245,2025,0.05,0.01,0.6,0.2,0.2,130,0.25,0.5,0.5,6.17,4000,50000,5.26,0.4,1.5,1,10,0.7,2,0.6,101086,15355,1963,85731,1235,2516,78,-3039
Calgary,SSP245,2025,0.01,0.05,0.6,0.2,0.2,130,0.25,0.4,0.2,6.17,0,35000,4.76,0.15,1,0.5,6,0.7,6,0.6,101086,13985,1449,87101,1255,2739,53,-2136
Calgary,SSP245,2025,0.05,0.05,0.6,0.2,0.2,130,0.05,0.3,0.4,6.17,2000,35000,4.76,0.35,1,1,6,0.6,0,0.6,94607,13205,1658,81402,1173,3140,53,-2133
